File,Line,Error Type,Quality,Message,Notes,Context
src/typeck/infer.rs,1179,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects 0 arguments, got {}"", method.node, args.len()),"
src/typeck/infer.rs,1194,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""remove_at() expects 1 argument, got {}"", args.len()),"
src/typeck/infer.rs,1201,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""remove_at(): expected int index, found {arg_type}""),"
src/typeck/infer.rs,1216,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""insert_at() expects 2 arguments, got {}"", args.len()),"
src/typeck/infer.rs,1223,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""insert_at(): expected int index, found {idx_type}""),"
src/typeck/infer.rs,1230,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""insert_at(): expected {}, found {val_type}"", **elem),"
src/typeck/infer.rs,1245,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""slice() expects 2 arguments, got {}"", args.len()),"
src/typeck/infer.rs,1252,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""slice(): expected int start, found {start_type}""),"
src/typeck/infer.rs,1259,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""slice(): expected int end, found {end_type}""),"
src/typeck/infer.rs,1274,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""contains() expects 1 argument, got {}"", args.len()),"
src/typeck/infer.rs,1281,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""contains(): expected {}, found {arg_type}"", **elem),"
src/typeck/infer.rs,1296,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""index_of() expects 1 argument, got {}"", args.len()),"
src/typeck/infer.rs,1303,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""index_of(): expected {}, found {arg_type}"", **elem),"
src/typeck/infer.rs,1317,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""array has no method '{}'"", method.node),"
src/typeck/infer.rs,1348,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""contains(): expected {key_ty}, found {arg_type}""), args[0].span,"
src/typeck/infer.rs,1361,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""insert() key: expected {key_ty}, found {k}""), args[0].span,"
src/typeck/infer.rs,1367,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""insert() value: expected {val_ty}, found {v}""), args[1].span,"
src/typeck/infer.rs,1380,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""remove(): expected {key_ty}, found {arg_type}""), args[0].span,"
src/typeck/infer.rs,1402,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""Map has no method '{}'"", method.node), method.span,"
src/typeck/infer.rs,1432,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""contains(): expected {elem_ty}, found {arg_type}""), args[0].span,"
src/typeck/infer.rs,1445,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""insert(): expected {elem_ty}, found {arg_type}""), args[0].span,"
src/typeck/infer.rs,1458,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""remove(): expected {elem_ty}, found {arg_type}""), args[0].span,"
src/typeck/infer.rs,1473,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""Set has no method '{}'"", method.node), method.span,"
src/typeck/infer.rs,1484,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""get() expects 0 arguments, got {}"", args.len()),"
src/typeck/infer.rs,1505,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""detach() expects 0 arguments, got {}"", args.len()),"
src/typeck/infer.rs,1520,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""cancel() expects 0 arguments, got {}"", args.len()),"
src/typeck/infer.rs,1534,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""Task has no method '{}'"", method.node),"
src/typeck/infer.rs,1565,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""push(): expected byte, found {arg_type}""), args[0].span,"
src/typeck/infer.rs,1580,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""bytes has no method '{}'"", method.node), method.span,"
src/typeck/infer.rs,1591,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""send() expects 1 argument, got {}"", args.len()),"
src/typeck/infer.rs,1598,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""send() expects {}, found {}"", inner, arg_type),"
src/typeck/infer.rs,1613,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""try_send() expects 1 argument, got {}"", args.len()),"
src/typeck/infer.rs,1620,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""try_send() expects {}, found {}"", inner, arg_type),"
src/typeck/infer.rs,1635,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""close() expects 0 arguments, got {}"", args.len()),"
src/typeck/infer.rs,1649,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""Sender has no method '{}'"", method.node),"
src/typeck/infer.rs,1661,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""recv() expects 0 arguments, got {}"", args.len()),"
src/typeck/infer.rs,1676,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""try_recv() expects 0 arguments, got {}"", args.len()),"
src/typeck/infer.rs,1690,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""Receiver has no method '{}'"", method.node),"
src/typeck/infer.rs,1709,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects 0 arguments"", method.node), span,"
src/typeck/infer.rs,1721,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects 1 argument"", method.node), span,"
src/typeck/infer.rs,1727,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}(): expected string, found {arg_type}"", method.node), args[0].span,"
src/typeck/infer.rs,1739,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""char_at() expects 1 argument"".to_string(), span, ));"
src/typeck/infer.rs,1745,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""char_at(): expected int, found {arg_type}""), args[0].span,"
src/typeck/infer.rs,1754,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""byte_at() expects 1 argument"".to_string(), span, ));"
src/typeck/infer.rs,1760,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""byte_at(): expected int, found {arg_type}""), args[0].span,"
src/typeck/infer.rs,1769,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""substring() expects 2 arguments"".to_string(), span, ));"
src/typeck/infer.rs,1776,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""substring(): expected int, found {arg_type}""), arg.span,"
src/typeck/infer.rs,1786,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""replace() expects 2 arguments"".to_string(), span, ));"
src/typeck/infer.rs,1793,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""replace(): expected string, found {arg_type}""), arg.span,"
src/typeck/infer.rs,1803,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""split() expects 1 argument"".to_string(), span, ));"
src/typeck/infer.rs,1809,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""split(): expected string, found {arg_type}""), args[0].span,"
src/typeck/infer.rs,1818,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""to_int() expects 0 arguments"".to_string(), span, ));"
src/typeck/infer.rs,1827,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""to_float() expects 0 arguments"".to_string(), span, ));"
src/typeck/infer.rs,1836,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""to_bytes() expects 0 arguments"".to_string(), span, ));"
src/typeck/infer.rs,1845,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects 0 arguments"", method.node), span,"
src/typeck/infer.rs,1854,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""repeat() expects 1 argument"".to_string(), span, ));"
src/typeck/infer.rs,1860,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""repeat(): expected int, found {arg_type}""), args[0].span,"
src/typeck/infer.rs,1869,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects 1 argument"", method.node), span,"
src/typeck/infer.rs,1875,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}(): expected string, found {arg_type}"", method.node), args[0].span,"
src/typeck/infer.rs,1884,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""{}() expects 0 arguments"", method.node), span,"
src/typeck/infer.rs,1892,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""string has no method '{}'"", method.node),"
src/typeck/infer.rs,1903,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown trait '{trait_name}'""),"
src/typeck/infer.rs,1911,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""trait '{trait_name}' has no method '{}'"", method.node),"
src/typeck/infer.rs,1920,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""method '{}' expects {} arguments, got {}"","
src/typeck/infer.rs,1933,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""argument {} of '{}': expected {expected}, found {actual}"","
src/typeck/infer.rs,1954,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""cannot call mutating method '{}' on immutable variable '{}'; declare with 'let mut' to allow mutation"","
src/typeck/infer.rs,1968,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""method call on non-class type {obj_type}""),"
src/typeck/infer.rs,1984,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""cannot call mutating method '{}' on immutable variable '{}'; declare with 'let mut' to allow mutation"","
src/typeck/infer.rs,1993,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""class '{class_name}' has no method '{}'"", method.node),"
src/typeck/infer.rs,2002,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""method '{}' expects {} arguments, got {}"","
src/typeck/infer.rs,2016,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""argument {} of '{}': expected {expected}, found {actual}"","
src/typeck/register.rs,51,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""requires expression must be bool, found {ty}""),"
src/typeck/register.rs,86,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""ensures expression must be bool, found {ty}""),"
src/typeck/register.rs,205,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""unknown trait '{}' in type bound for '{}'"", trait_name.node, tp),"
src/typeck/register.rs,273,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""cannot have both an app declaration and a top-level main function"".to_string(), app_spanned.span,"
src/typeck/register.rs,302,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""cannot have both a stage declaration and a top-level main function"".to_string(), stage_spanned.span,"
src/typeck/register.rs,363,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""unknown trait '{}'"", trait_name.node),"
src/typeck/register.rs,373,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""duplicate field '{}' in class '{}'"", f.name.node, c.name.node),"
src/typeck/register.rs,383,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""duplicate method '{}' in class '{}'"", m.node.name.node, c.name.node),"
src/typeck/register.rs,402,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""unknown trait '{}' in type bound for '{}'"", trait_name.node, tp),"
src/typeck/register.rs,458,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""duplicate field '{}' in class '{}'"", f.name.node, c.name.node),"
src/typeck/register.rs,468,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""duplicate method '{}' in class '{}'"", m.node.name.node, c.name.node),"
src/typeck/register.rs,484,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""unknown trait '{}'"", trait_name.node),"
src/typeck/register.rs,511,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""extern functions only support primitive types and arrays (int, float, bool, string, array), got '{}'"", ty),"
src/typeck/register.rs,526,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""extern functions only support primitive types and arrays (int, float, bool, string, array), got '{}'"", ty),"
src/typeck/register.rs,551,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""function '{}' cannot shadow builtin '{}'"", f.name.node, f.name.node),"
src/typeck/register.rs,559,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""duplicate function name '{}': defined as both fn and extern fn"", f.name.node),"
src/typeck/register.rs,588,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""unknown trait '{}' in type bound for '{}'"", trait_name.node, tp),"
src/typeck/register.rs,691,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""ambient type '{}' is not a known class"", ambient_type.node),"
src/typeck/register.rs,711,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""app main method must take 'self' as first parameter"".to_string(), m.name.span,"
src/typeck/register.rs,718,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""app main method must not have a return type"".to_string(), m.name.span,"
src/typeck/register.rs,748,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""app must have a 'main' method"".to_string(), app.name.span,"
src/typeck/register.rs,786,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""ambient type '{}' is not a known class"", ambient_type.node),"
src/typeck/register.rs,805,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""stage main method must take 'self' as first parameter"".to_string(), m.name.span,"
src/typeck/register.rs,811,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""stage main method must not have a return type"".to_string(), m.name.span,"
src/typeck/register.rs,840,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( ""stage must have a 'main' method"".to_string(), stage.name.span,"
src/typeck/register.rs,872,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""class '{}' uses ambient types, but no app or stage declaration exists"", c.name.node),"
src/typeck/register.rs,879,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""class '{}' uses ambient type '{}', but '{}' is not declared ambient in the app"","
src/typeck/register.rs,969,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""injected dependency '{}' in class '{}' is not a known class; \"
src/typeck/register.rs,1036,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""circular dependency detected: {}"", cycle_str),"
src/typeck/register.rs,1076,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""lifecycle override: unknown class '{}'"", class_name.node),"
src/typeck/register.rs,1092,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""lifecycle override: cannot lengthen lifecycle of '{}' from {} to {}; \"
src/typeck/register.rs,1138,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""app bracket dependency '{}' has overridden lifecycle; use scope blocks to access scoped/transient instances"","
src/typeck/register.rs,1157,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""lifecycle override: unknown class '{}'"", class_name.node),"
src/typeck/register.rs,1172,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""lifecycle override: cannot lengthen lifecycle of '{}' from {} to {}; \"
src/typeck/register.rs,1217,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""stage bracket dependency '{}' has overridden lifecycle; use scope blocks to access scoped/transient instances"","
src/typeck/register.rs,1240,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown class '{}'"", class_name),"
src/typeck/register.rs,1264,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""class '{}' implements traits {} which both define method '{}' with contracts; this is not supported"","
src/typeck/register.rs,1280,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""unknown trait '{}'"", trait_name),"
src/typeck/register.rs,1292,type_err,Poor,<complex or variable message>,Generic or missing message,"CompileError::type_err( format!(""missing method signature for '{}.{}'"", class_name, method_name),"
src/typeck/register.rs,1301,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""method '{}' of class '{}' has wrong number of parameters for trait '{}'"","
src/typeck/register.rs,1311,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""method '{}' parameter {} type mismatch: trait '{}' expects {}, class '{}' has {}"","
src/typeck/register.rs,1321,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""method '{}' return type mismatch: trait '{}' expects {}, class '{}' returns {}"","
src/typeck/register.rs,1333,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""method '{}' in trait '{}' declares 'mut self', but class '{}' does not"","
src/typeck/register.rs,1342,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""method '{}' in trait '{}' declares 'self', but class '{}' declares 'mut self'"","
src/typeck/register.rs,1358,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""method '{}' on class '{}' cannot add 'requires' clauses: \"
src/typeck/register.rs,1392,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""class '{}' does not implement required method '{}' from trait '{}'"","
src/typeck/register.rs,1429,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""invariant expression must be bool, found {inv_type}""),"
src/typeck/register.rs,1472,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""requires expression must be bool, found {ty}""),"
src/typeck/register.rs,1499,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""ensures expression must be bool, found {ty}""),"
src/typeck/resolve.rs,15,type_err,Poor,<complex or variable message>,Generic or missing message,"return Some(Err(CompileError::type_err( format!(""Map expects 2 type arguments, got {}"", resolved_args.len()),"
src/typeck/resolve.rs,27,type_err,Poor,<complex or variable message>,Generic or missing message,"return Some(Err(CompileError::type_err( format!(""{name} expects 1 type argument, got {}"", resolved_args.len()),"
src/typeck/resolve.rs,63,type_err,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::type_err( format!(""unknown type '{name}'""),"
src/typeck/resolve.rs,84,type_err,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::type_err( format!(""unknown type '{}.{}'"", module, name),"
src/typeck/resolve.rs,123,type_err,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::type_err( format!(""unknown generic type '{name}'""),"
src/typeck/resolve.rs,132,type_err,Poor,<complex or variable message>,Generic or missing message,"PlutoType::Nullable(_) => Err(CompileError::type_err( ""nested nullable types (T??) are not allowed"".to_string(), ty.span,"
src/typeck/resolve.rs,136,type_err,Poor,<complex or variable message>,Generic or missing message,"PlutoType::Void => Err(CompileError::type_err( ""void? is not allowed"".to_string(), ty.span,"
src/typeck/resolve.rs,187,type_err,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::type_err( format!(""unknown generic type '{name}'""),"
src/typeck/resolve.rs,210,type_err,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::type_err( format!(""unknown generic type '{name}'""),"
src/typeck/resolve.rs,220,type_err,Poor,<complex or variable message>,Generic or missing message,"PlutoType::Nullable(_) => Err(CompileError::type_err( ""nested nullable types (T??) are not allowed"".to_string(), ty.span,"
src/typeck/resolve.rs,224,type_err,Poor,<complex or variable message>,Generic or missing message,"PlutoType::Void => Err(CompileError::type_err( ""void? is not allowed"".to_string(), ty.span,"
src/typeck/resolve.rs,402,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""type {} does not satisfy bound '{}: {}' required by '{}'"","
src/typeck/serializable.rs,53,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""parameter '{}' in stage pub method '{}' has non-serializable type: {}"","
src/typeck/serializable.rs,67,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!( ""return type of stage pub method '{}' is not serializable: {}"","
src/typeck/serializable.rs,210,type_err,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::type_err( format!(""unknown type '{}'"", name),"
src/typeck/serializable.rs,234,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""Map requires 2 type arguments, got {}"", type_args.len()),"
src/typeck/serializable.rs,245,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""Set requires 1 type argument, got {}"", type_args.len()),"
src/typeck/serializable.rs,255,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""Task requires 1 type argument, got {}"", type_args.len()),"
src/typeck/serializable.rs,265,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""Sender requires 1 type argument, got {}"", type_args.len()),"
src/typeck/serializable.rs,275,type_err,Poor,<complex or variable message>,Generic or missing message,"return Err(CompileError::type_err( format!(""Receiver requires 1 type argument, got {}"", type_args.len()),"
src/typeck/serializable.rs,285,type_err,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::type_err( format!(""generic type '{}' should have been monomorphized before serialization validation"", name),"
src/typeck/serializable.rs,313,type_err,Poor,<complex or variable message>,Generic or missing message,"Err(CompileError::type_err( format!(""unknown qualified type '{}.{}'"", module, name),"
